id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
12942,50,Pemerintah Lokal,363405,Pendidikan Tinggi,10,Janda,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
12943,45,Pemerintah Lokal,287920,Master,14,Menikah,Spesialis,Laki2,0,0,50,> 6 juta
12944,62,?,129246,SMA,9,Menikah,?,Laki2,0,0,40,<= 6 juta
12945,34,Wiraswasta,263150,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Perempuan,0,0,45,> 6 juta
12946,41,Wiraswasta,144144,SMA,9,Belum Pernah Menikah,Pembersih,Perempuan,0,0,30,<= 6 juta
12947,20,Wiraswasta,347530,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,25,<= 6 juta
12948,31,Pekerja Bebas Bukan Perusahan,203181,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0,0,35,<= 6 juta
12949,31,Wiraswasta,116508,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,48,<= 6 juta
12950,31,Pekerja Bebas Bukan Perusahan,114639,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,<= 6 juta
12951,18,Wiraswasta,52776,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0,0,25,<= 6 juta
12952,33,Wiraswasta,117779,SMA,9,Menikah,Mesin Inspeksi,Perempuan,0,0,46,> 6 juta
12953,43,Wiraswasta,193882,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0,0,55,<= 6 juta
12954,55,Wiraswasta,239404,10th,6,Menikah,Supir,Laki2,0,0,45,<= 6 juta
12955,51,Wiraswasta,155403,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
12956,44,Wiraswasta,235182,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,> 6 juta
12957,25,Wiraswasta,192735,SMA,9,Berpisah,Pemuka Agama,Perempuan,0,0,70,<= 6 juta
12958,31,Wiraswasta,336543,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,45,> 6 juta
12959,30,Wiraswasta,325509,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,35,<= 6 juta
12960,57,Wiraswasta,73411,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
12961,53,Wiraswasta,174020,Master,14,Cerai,Spesialis,Perempuan,0,26264000,38,<= 6 juta
12962,48,Wiraswasta,287547,Pendidikan Tinggi,10,Cerai,Spesialis,Perempuan,0,0,40,<= 6 juta
12963,74,Wiraswasta,194312,9th,5,Janda,Perbaikan Kerajinan,Laki2,0,0,10,<= 6 juta
12964,42,Pemerintah Lokal,255675,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,> 6 juta
12965,35,Pemerintah Lokal,215419,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
12966,48,Wiraswasta,30289,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0,0,30,<= 6 juta
12967,56,Wiraswasta,116878,5th-6th,3,Menikah,Mesin Inspeksi,Laki2,0,0,40,> 6 juta
12968,25,Wiraswasta,173062,Sarjana,13,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
12969,31,Wiraswasta,46807,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0,0,40,<= 6 juta
12970,33,Wiraswasta,105370,SMA,9,Cerai,Penjaga,Laki2,0,0,70,<= 6 juta
12971,42,Wiraswasta,274198,5th-6th,3,Menikah,Mesin Inspeksi,Perempuan,0,0,38,<= 6 juta
12972,48,Wiraswasta,176140,11th,7,Cerai,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
12973,26,Wiraswasta,208881,Sarjana,13,Belum Pernah Menikah,Sales,Laki2,0,0,42,<= 6 juta
12974,34,Wiraswasta,329170,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,95886000,0,70,<= 6 juta
12975,50,Wiraswasta,192964,SMA,9,Cerai,Sales,Perempuan,0,0,65,<= 6 juta
12976,21,Wiraswasta,129674,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,48,<= 6 juta
12977,64,Wiraswasta,213391,9th,5,Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
12978,31,Wiraswasta,54341,SMA,9,Menikah,Pembersih,Laki2,0,0,45,<= 6 juta
12979,31,Wiraswasta,182162,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,37,<= 6 juta
12980,21,?,278130,SMA,9,Belum Pernah Menikah,?,Laki2,0,0,40,<= 6 juta
12981,29,Wiraswasta,421065,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,48,<= 6 juta
12982,38,Wiraswasta,313914,Sarjana,13,Berpisah,Petani,Perempuan,0,0,45,<= 6 juta
12983,40,Pekerja Bebas Bukan Perusahan,367819,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,27678000,40,> 6 juta
12984,27,Wiraswasta,246974,D4,11,Menikah,Sales,Laki2,0,0,40,<= 6 juta
12985,30,Wiraswasta,96480,D4,11,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,32,<= 6 juta
12986,32,Wiraswasta,37070,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
12987,43,Wiraswasta,195212,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
12988,27,Pemerintah Lokal,125442,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,50,<= 6 juta
12989,32,Wiraswasta,186269,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,40698000,0,35,<= 6 juta
12990,35,Wiraswasta,268661,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0,0,50,<= 6 juta
12991,43,Wiraswasta,326379,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
12992,32,?,339099,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0,0,40,<= 6 juta
12993,64,Wiraswasta,182044,10th,6,Menikah,Supir,Laki2,0,0,50,<= 6 juta
12994,33,Wiraswasta,130057,D3,12,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,45,<= 6 juta
12995,33,Wiraswasta,388672,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0,0,60,<= 6 juta
12996,52,Pekerja Bebas Perusahaan,81436,Sekolah Professional,15,Menikah,Sales,Laki2,0,0,40,> 6 juta
12997,25,Wiraswasta,180783,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0,0,10,<= 6 juta
12998,36,Wiraswasta,549174,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
12999,55,Wiraswasta,92215,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13000,23,Wiraswasta,340543,SMA,9,Berpisah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13001,26,Wiraswasta,124111,D3,12,Belum Pernah Menikah,Spesialis,Perempuan,0,0,36,<= 6 juta
13002,35,Wiraswasta,186489,9th,5,Menikah,Pembersih,Laki2,0,0,46,<= 6 juta
13003,53,Pemerintah Lokal,132304,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13004,17,Wiraswasta,56986,12th,8,Belum Pernah Menikah,Sales,Perempuan,0,0,18,<= 6 juta
13005,18,Wiraswasta,338632,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,16,<= 6 juta
13006,40,Pekerja Bebas Bukan Perusahan,55363,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,47754000,0,40,<= 6 juta
13007,24,Wiraswasta,213977,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13008,49,Wiraswasta,148398,SMA,9,Cerai,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
13009,34,?,205256,SMA,9,Menikah,?,Laki2,40390000,0,80,<= 6 juta
13010,28,Wiraswasta,263128,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,60,<= 6 juta
13011,20,Wiraswasta,249543,Pendidikan Tinggi,10,Belum Pernah Menikah,Penjaga,Perempuan,0,0,16,<= 6 juta
13012,34,Wiraswasta,442656,11th,7,Belum Pernah Menikah,Sales,Perempuan,0,0,65,<= 6 juta
13013,26,Wiraswasta,220678,5th-6th,3,Belum Pernah Menikah,Pembersih,Perempuan,0,0,40,<= 6 juta
13014,28,Wiraswasta,70034,Sarjana,13,Menikah,Sales,Laki2,0,0,45,> 6 juta
13015,32,Wiraswasta,248754,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
13016,37,Wiraswasta,211494,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Laki2,0,27720000,55,<= 6 juta
13017,19,?,48393,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,84,<= 6 juta
13018,22,Wiraswasta,554317,9th,5,Menikah LDR,Servis Lainnya,Laki2,0,0,35,<= 6 juta
13019,43,Wiraswasta,83827,SMA,9,Cerai,Mesin Inspeksi,Perempuan,0,0,24,<= 6 juta
13020,51,Pemerintah Provinsi,40808,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,43,<= 6 juta
13021,43,Pemerintah Lokal,241528,Master,14,Cerai,Spesialis,Perempuan,0,0,40,<= 6 juta
13022,20,Wiraswasta,180339,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,35,<= 6 juta
13023,37,Wiraswasta,112497,Sarjana,13,Menikah LDR,Ekesekutif Managerial,Laki2,69076000,0,50,> 6 juta
13024,50,Wiraswasta,123429,SMA,9,Menikah,Supir,Laki2,0,0,40,> 6 juta
13025,37,Wiraswasta,130200,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,0,70,> 6 juta
13026,52,Wiraswasta,127315,Master,14,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
13027,19,Wiraswasta,233779,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13028,32,Wiraswasta,286675,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,40,<= 6 juta
13029,26,Wiraswasta,158846,Sarjana,13,Belum Pernah Menikah,Pembersih,Laki2,0,0,44,<= 6 juta
13030,37,Wiraswasta,211494,SMA,9,Menikah,Tech-support,Laki2,0,0,40,> 6 juta
13031,22,Wiraswasta,416356,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13032,43,Wiraswasta,161226,Sarjana,13,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
13033,35,Pekerja Bebas Perusahaan,126738,D3,12,Belum Pernah Menikah,Petani,Laki2,0,0,50,<= 6 juta
13034,28,Wiraswasta,110408,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13035,55,Pekerja Bebas Bukan Perusahan,111625,SMA,9,Menikah,Sales,Laki2,0,0,40,<= 6 juta
13036,18,?,28311,11th,7,Belum Pernah Menikah,?,Perempuan,0,0,35,<= 6 juta
13037,29,Wiraswasta,606111,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
13038,25,Wiraswasta,120238,Pendidikan Tinggi,10,Menikah,Sales,Laki2,40390000,0,43,<= 6 juta
13039,40,Wiraswasta,146908,Doktor,16,Menikah,Spesialis,Laki2,0,0,60,> 6 juta
13040,23,Wiraswasta,207066,10th,6,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,30,<= 6 juta
13041,30,Wiraswasta,181212,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
13042,42,Wiraswasta,184837,SMA,9,Menikah,Mesin Inspeksi,Perempuan,102172000,0,40,> 6 juta
13043,39,Wiraswasta,158956,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
13044,41,Pemerintah Lokal,111891,7th-8th,4,Belum Pernah Menikah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
13045,40,?,253717,11th,7,Menikah,?,Perempuan,0,0,16,<= 6 juta
13046,24,Wiraswasta,209034,D3,12,Menikah,Sales,Perempuan,0,0,20,<= 6 juta
13047,28,Wiraswasta,74784,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0,0,50,<= 6 juta
13048,32,Pekerja Bebas Perusahaan,108467,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0,0,55,<= 6 juta
13049,27,Wiraswasta,170017,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
13050,40,Wiraswasta,197609,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,18760000,40,<= 6 juta
13051,51,Pekerja Bebas Bukan Perusahan,353281,SMA,9,Berpisah,Servis Lainnya,Perempuan,0,0,20,<= 6 juta
13052,19,Wiraswasta,197714,SMA,9,Belum Pernah Menikah,Sales,Perempuan,0,0,35,<= 6 juta
13053,62,?,144583,SMA,9,Menikah,?,Laki2,0,0,40,<= 6 juta
13054,52,Pemerintah Lokal,84808,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13055,33,Pekerja Bebas Bukan Perusahan,520078,D3,12,Cerai,Sales,Laki2,0,0,60,<= 6 juta
13056,84,?,368925,5th-6th,3,Janda,?,Laki2,0,0,15,<= 6 juta
13057,22,Wiraswasta,202745,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,55,<= 6 juta
13058,36,Wiraswasta,108320,SMA,9,Cerai,Mesin Inspeksi,Laki2,57414000,0,40,<= 6 juta
13059,25,Wiraswasta,186294,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,50,<= 6 juta
13060,33,Pemerintah Lokal,242150,D4,11,Menikah,Tech-support,Laki2,0,0,50,<= 6 juta
13061,53,Wiraswasta,424079,Master,14,Menikah,Ekesekutif Managerial,Laki2,210336000,0,55,> 6 juta
13062,30,Wiraswasta,209317,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,50,<= 6 juta
13063,30,Wiraswasta,133250,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,0,50,<= 6 juta
13064,53,Wiraswasta,317313,SMA,9,Menikah,Supir,Laki2,0,0,60,> 6 juta
13065,28,Wiraswasta,54243,SMA,9,Cerai,Supir,Laki2,0,0,60,<= 6 juta
13066,49,Wiraswasta,105449,Sarjana,13,Belum Pernah Menikah,Asisten Rumah Tangga,Laki2,0,0,25,<= 6 juta
13067,20,Wiraswasta,182615,SMA,9,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
13068,25,Wiraswasta,28473,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13069,42,Wiraswasta,46019,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,72492000,0,50,> 6 juta
13070,37,Pemerintah Lokal,328301,Sarjana,13,Cerai,Spesialis,Perempuan,0,0,36,<= 6 juta
13071,38,Wiraswasta,102945,Sarjana,13,Menikah,Sales,Laki2,0,0,52,> 6 juta
13072,40,Wiraswasta,144067,D4,11,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13073,40,Wiraswasta,229148,12th,8,Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
13074,32,Wiraswasta,100734,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0,0,50,<= 6 juta
13075,48,Wiraswasta,246891,Pendidikan Tinggi,10,Janda,Sales,Laki2,0,0,50,> 6 juta
13076,37,Wiraswasta,184456,Sarjana,13,Menikah,Sales,Laki2,0,0,40,> 6 juta
13077,33,Wiraswasta,245777,SMA,9,Cerai,Sales,Laki2,0,0,40,<= 6 juta
13078,45,Wiraswasta,162187,Sarjana,13,Menikah,Sales,Laki2,0,0,52,> 6 juta
13079,25,Wiraswasta,193051,Sarjana,13,Menikah,Tech-support,Laki2,0,0,35,<= 6 juta
13080,43,Wiraswasta,147099,Sarjana,13,Menikah,Spesialis,Perempuan,0,0,30,> 6 juta
13081,27,Wiraswasta,153589,9th,5,Berpisah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13082,30,Wiraswasta,256970,Master,14,Menikah,Spesialis,Perempuan,0,0,35,> 6 juta
13083,35,Wiraswasta,266645,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13084,32,Pemerintah Provinsi,164707,SMA,9,Menikah,Pemuka Agama,Perempuan,0,0,40,> 6 juta
13085,38,Wiraswasta,423605,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13086,21,Wiraswasta,221955,9th,5,Belum Pernah Menikah,Pembersih,Laki2,0,0,40,<= 6 juta
13087,39,Wiraswasta,75995,SMA,9,Cerai,Ekesekutif Managerial,Perempuan,0,0,45,<= 6 juta
13088,62,Wiraswasta,155094,D4,11,Menikah,Ekesekutif Managerial,Perempuan,0,0,45,> 6 juta
13089,67,?,182378,Sarjana,13,Menikah,?,Laki2,131404000,0,60,> 6 juta
13090,38,Wiraswasta,169469,SMA,9,Cerai,Sales,Laki2,0,0,80,<= 6 juta
13091,79,?,165209,SMA,9,Menikah,?,Laki2,0,0,40,<= 6 juta
13092,56,Wiraswasta,161944,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
13093,31,Pemerintah Negara,63704,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
13094,42,Wiraswasta,197810,Pendidikan Tinggi,10,Cerai,Spesialis,Perempuan,0,0,40,<= 6 juta
13095,28,Wiraswasta,203784,SD,1,Belum Pernah Menikah,Petani,Laki2,0,0,38,<= 6 juta
13096,37,Pemerintah Negara,46814,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,38,<= 6 juta
13097,47,?,332884,Sarjana,13,Menikah,?,Laki2,0,0,45,> 6 juta
13098,29,Wiraswasta,383745,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,26418000,30,> 6 juta
13099,42,Wiraswasta,54102,D4,11,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13100,22,Wiraswasta,138513,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13101,27,Wiraswasta,216858,Doktor,16,Belum Pernah Menikah,Spesialis,Laki2,0,0,52,<= 6 juta
13102,19,Pemerintah Negara,156294,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Laki2,0,0,25,<= 6 juta
13103,28,Wiraswasta,189257,9th,5,Belum Pernah Menikah,Pembersih,Perempuan,0,0,24,<= 6 juta
13104,47,Wiraswasta,175990,SMA,9,Menikah,Servis Lainnya,Perempuan,0,0,30,> 6 juta
13105,35,Wiraswasta,181099,10th,6,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13106,40,Pemerintah Negara,119578,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,20,<= 6 juta
13107,22,?,148955,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0,0,15,<= 6 juta
13108,51,Pekerja Bebas Perusahaan,54342,Sekolah Professional,15,Cerai,Spesialis,Laki2,389592000,0,60,> 6 juta
13109,20,Wiraswasta,194138,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,20,<= 6 juta
13110,38,Wiraswasta,61343,9th,5,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13111,56,Wiraswasta,244580,SMA,9,Menikah,Supir,Laki2,0,0,40,> 6 juta
13112,28,Wiraswasta,45613,Pendidikan Tinggi,10,Belum Pernah Menikah,Asisten Rumah Tangga,Perempuan,0,0,40,<= 6 juta
13113,54,Pemerintah Provinsi,439608,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13114,21,Wiraswasta,138768,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
13115,46,Wiraswasta,202606,SMA,9,Berpisah,Servis Lainnya,Perempuan,0,0,30,<= 6 juta
13116,62,Pemerintah Provinsi,258124,Master,14,Menikah,Pemuka Agama,Laki2,0,0,40,> 6 juta
13117,30,Wiraswasta,162623,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
13118,49,Wiraswasta,314773,D4,11,Menikah,Spesialis,Laki2,0,0,40,<= 6 juta
13119,35,Wiraswasta,206951,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0,0,40,> 6 juta
13120,37,Wiraswasta,32668,Sarjana,13,Menikah,Mesin Inspeksi,Laki2,0,0,43,> 6 juta
13121,41,Pekerja Bebas Perusahaan,38876,D3,12,Menikah,Petani,Laki2,0,27678000,50,> 6 juta
13122,27,Pemerintah Lokal,204098,SMA,9,Menikah,Pembersih,Laki2,0,0,50,<= 6 juta
13123,37,Pemerintah Provinsi,32950,D3,12,Cerai,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
13124,27,Wiraswasta,26326,D4,11,Cerai,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
13125,31,Pemerintah Lokal,226494,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,45,<= 6 juta
13126,31,Wiraswasta,119422,SMA,9,Menikah,Sales,Laki2,0,0,40,<= 6 juta
13127,30,Wiraswasta,333119,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13128,34,Wiraswasta,188096,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,36,<= 6 juta
13129,50,Wiraswasta,110327,SMA,9,Menikah,Sales,Laki2,0,0,50,> 6 juta
13130,44,Pemerintah Lokal,24982,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
13131,74,Wiraswasta,180455,Sarjana,13,Janda,Servis Lainnya,Perempuan,0,0,8,<= 6 juta
13132,40,Wiraswasta,87771,SMA,9,Menikah,Perbaikan Kerajinan,Perempuan,0,22792000,45,<= 6 juta
13133,44,Pekerja Bebas Bukan Perusahan,115896,D4,11,Janda,Spesialis,Perempuan,0,0,40,<= 6 juta
13134,33,Pekerja Bebas Bukan Perusahan,343021,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0,0,65,<= 6 juta
13135,39,Pemerintah Negara,372130,Master,14,Menikah,Spesialis,Laki2,70182000,0,56,<= 6 juta
13136,22,Wiraswasta,190290,Sarjana,13,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,10,<= 6 juta
13137,41,?,339682,5th-6th,3,Menikah,?,Laki2,0,0,40,<= 6 juta
13138,33,Wiraswasta,190772,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,22638000,40,<= 6 juta
13139,26,Wiraswasta,55860,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0,0,40,<= 6 juta
13140,45,Pemerintah Lokal,199590,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0,26418000,40,> 6 juta
13141,24,Wiraswasta,314440,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
13142,51,Wiraswasta,203435,SMA,9,Belum Pernah Menikah,Pembersih,Perempuan,0,0,40,<= 6 juta
13143,31,Wiraswasta,364657,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,50,> 6 juta
13144,36,Pekerja Bebas Bukan Perusahan,313853,Sarjana,13,Cerai,Servis Lainnya,Laki2,0,0,45,> 6 juta
13145,35,Wiraswasta,230279,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Perempuan,0,0,40,<= 6 juta
13146,19,?,35507,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Perempuan,0,0,45,<= 6 juta
13147,67,Wiraswasta,176835,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
13148,43,Wiraswasta,265434,11th,7,Belum Pernah Menikah,Servis Lainnya,Laki2,0,0,40,<= 6 juta
13149,41,Pekerja Bebas Perusahaan,149102,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0,0,35,> 6 juta
13150,69,Pemerintah Negara,170458,SMA,9,Menikah,Servis Lainnya,Laki2,0,0,20,<= 6 juta
13151,28,Wiraswasta,209205,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0,0,60,> 6 juta
13152,22,Wiraswasta,74631,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Perempuan,0,0,13,<= 6 juta
13153,37,Wiraswasta,426350,Sarjana,13,Menikah,Sales,Laki2,210336000,0,40,> 6 juta
13154,25,Pemerintah Lokal,270379,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13155,22,Wiraswasta,228465,SMA,9,Menikah,Supir,Laki2,0,0,40,<= 6 juta
13156,29,Wiraswasta,244473,D4,11,Menikah,Tech-support,Laki2,0,28714000,40,<= 6 juta
13157,54,Wiraswasta,178839,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0,25872000,40,> 6 juta
13158,47,Wiraswasta,145636,D4,11,Menikah,Pembersih,Laki2,0,0,48,> 6 juta
13159,33,Wiraswasta,246038,Sarjana,13,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
13160,40,Wiraswasta,226388,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0,0,40,<= 6 juta
13161,26,Wiraswasta,233777,SMA,9,Menikah,Mesin Inspeksi,Laki2,0,0,40,> 6 juta
13162,21,?,220115,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0,0,20,<= 6 juta
13163,34,Wiraswasta,143526,SMA,9,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0,0,40,<= 6 juta
13164,72,Wiraswasta,74749,SMA,9,Menikah,Sales,Perempuan,0,0,17,<= 6 juta
13165,25,Wiraswasta,69847,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,0,0,40,<= 6 juta
13166,47,Wiraswasta,166634,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Perempuan,0,0,40,<= 6 juta
13167,75,Wiraswasta,100301,10th,6,Janda,Servis Lainnya,Perempuan,0,0,15,<= 6 juta
13168,41,Pemerintah Provinsi,192589,Sarjana,13,Menikah,Pemuka Agama,Laki2,0,0,40,<= 6 juta
13169,64,Wiraswasta,181530,Sekolah Professional,15,Menikah,Spesialis,Laki2,0,0,40,> 6 juta
13170,52,Pemerintah Provinsi,202452,SMA,9,Cerai,Pemuka Agama,Perempuan,0,0,43,<= 6 juta
13171,19,Pekerja Bebas Perusahaan,170125,SMA,9,Belum Pernah Menikah,Sales,Laki2,0,0,40,<= 6 juta
13172,38,Wiraswasta,170174,10th,6,Menikah,Mesin Inspeksi,Laki2,0,0,40,> 6 juta
13173,48,Wiraswasta,97470,Pendidikan Tinggi,10,Menikah,Ekesekutif Managerial,Laki2,0,0,40,> 6 juta
13174,43,Wiraswasta,163769,10th,6,Berpisah,Servis Lainnya,Perempuan,0,0,40,<= 6 juta
